100.04, 11.89
100.04, 11.71
100.01, 11.64
99.98, 11.61
99.97, 11.53
99.91, 11.45
99.82, 11.4
99.82, 11.33
99.77, 11.23
99.78, 11.21
99.77, 11.02
99.72, 10.93
99.74, 10.74
99.72, 10.67
99.67, 10.61
99.63, 10.59
99.99, 10.27
100.18, 10.03
100.28, 9.79
100.3, 9.66
100.89, 8.53
102.19, 7.43
102.26, 6.65
102.16, 6.46
102.17, 6.46
102.08, 6.23
102.09, 6.14
102.06, 6.11
102.06, 6.08
102, 6.05
101.97, 6.02
101.97, 6
101.95, 6
101.92, 5.92
101.94, 5.9
101.94, 5.86
101.92, 5.84
101.88, 5.84
101.88, 5.8
101.84, 5.79
101.82, 5.76
101.83, 5.73
101.77, 5.77
101.76, 5.8
101.72, 5.78
101.71, 5.75
101.69, 5.75
101.69, 5.78
101.66, 5.81
101.66, 5.88
101.63, 5.87
101.62, 5.91
101.57, 5.93
101.52, 5.91
101.53, 5.9
101.51, 5.9
101.49, 5.87
101.39, 5.87
101.39, 5.85
101.35, 5.83
101.35, 5.81
101.32, 5.8
101.27, 5.81
101.25, 5.77
101.26, 5.71
101.22, 5.69
101.22, 5.66
101.17, 5.65
101.17, 5.63
101.13, 5.61
101.13, 5.65
101.08, 5.71
101.08, 5.73
101.03, 5.74
101.02, 5.77
100.99, 5.79
101.03, 5.92
101.09, 5.91
101.09, 5.94
101.12, 5.97
101.1, 6.06
101.13, 6.09
101.13, 6.11
101.06, 6.14
101.09, 6.18
101.13, 6.19
101.11, 6.25
101.01, 6.25
100.99, 6.26
100.99, 6.28
100.97, 6.28
100.94, 6.24
100.91, 6.25
100.9, 6.23
100.87, 6.26
100.87, 6.24
100.85, 6.23
100.83, 6.3
100.85, 6.32
100.82, 6.35
100.82, 6.43
100.81, 6.45
100.75, 6.46
100.74, 6.51
100.7, 6.46
100.65, 6.44
100.65, 6.46
100.61, 6.46
100.6, 6.48
100.51, 6.49
100.49, 6.52
100.41, 6.52
100.39, 6.54
100.36, 6.54
100.36, 6.56
100.31, 6.6
100.33, 6.67
100.3, 6.67
100.29, 6.71
100.25, 6.71
100.24, 6.69
100.22, 6.7
100.22, 6.72
100.18, 6.71
100.17, 6.69
100.18, 6.57
100.15, 6.56
100.16, 6.49
100.15, 6.45
100.12, 6.42
100, 6.43
99.88, 6.54
99.65, 6.48
99.55, 6.51
99.51, 6.48
99.46, 6.31
99.32, 6.27
99.11, 6.3
99.01, 6.38
98.97, 6.45
98.96, 6.55
99, 6.66
99.04, 6.71
99.11, 6.76
99.18, 6.78
99.31, 6.77
99.3, 6.88
99.21, 6.99
99.19, 7.04
99.11, 7
99.02, 7
98.92, 7.05
98.88, 7.09
98.86, 7.22
98.82, 7.22
98.73, 7.28
98.69, 7.35
98.69, 7.47
98.6, 7.55
98.57, 7.55
98.46, 7.33
98.38, 7.27
98.29, 7.26
98.2, 7.29
98.14, 7.35
98.12, 7.4
98.12, 7.5
98.16, 7.59
98.1, 7.68
98.09, 7.8
98.07, 7.84
98.08, 7.97
98.06, 8.04
98.1, 8.13
98.06, 8.23
98.07, 8.29
98.01, 8.5
98.05, 8.82
98.03, 8.92
98.07, 9.02
98.05, 9.09
98.06, 9.13
98.01, 9.13
98.03, 9.06
98.01, 8.99
97.98, 8.95
98.02, 8.89
98.02, 8.79
97.99, 8.71
97.9, 8.64
97.86, 8.63
97.9, 8.5
97.88, 8.42
97.77, 8.3
97.66, 8.27
97.56, 8.29
97.5, 8.34
97.47, 8.41
97.43, 8.56
97.46, 8.75
97.5, 8.81
97.59, 8.87
97.63, 8.96
97.61, 9.11
97.65, 9.18
97.72, 9.25
97.67, 9.3
97.63, 9.4
97.65, 9.49
97.72, 9.61
97.86, 9.58
97.98, 9.53
98.06, 9.53
98.12, 9.55
98.23, 9.64
98.34, 9.89
98.42, 9.97
98.48, 9.96
98.52, 9.92
98.57, 9.94
98.58, 10
98.65, 10.11
98.64, 10.14
98.71, 10.23
98.75, 10.39
98.77, 10.4
98.77, 10.43
98.81, 10.46
98.8, 10.49
98.82, 10.5
98.81, 10.53
98.82, 10.55
98.8, 10.56
98.81, 10.59
98.78, 10.61
98.78, 10.68
98.85, 10.75
98.86, 10.78
98.91, 10.78
98.92, 10.83
98.96, 10.81
99.01, 10.85
99, 10.94
99.02, 10.95
99.02, 10.97
99.08, 10.95
99.1, 11.01
99.12, 11.03
99.16, 11.03
99.18, 11.08
99.23, 11.11
99.22, 11.14
99.25, 11.16
99.27, 11.23
99.31, 11.25
99.31, 11.27
99.33, 11.28
99.31, 11.32
99.34, 11.33
99.36, 11.37
99.4, 11.38
99.39, 11.46
99.44, 11.48
99.47, 11.52
99.47, 11.62
99.5, 11.64
99.52, 11.64
99.52, 11.62
99.57, 11.63
99.6, 11.71
99.64, 11.73
99.64, 11.79
99.66, 11.83
99.62, 11.83
99.62, 11.86
99.58, 11.89
99.59, 12
99.54, 12.01
99.53, 12.07
99.56, 12.09
99.55, 12.1
99.57, 12.14
99.51, 12.15
99.5, 12.13
99.47, 12.13
99.47, 12.16
99.49, 12.17
99.5, 12.2
99.47, 12.23
99.48, 12.28
99.44, 12.32
99.43, 12.36
99.45, 12.41
99.43, 12.41
99.42, 12.43
99.43, 12.45
99.4, 12.46
99.41, 12.49
99.43, 12.49
99.42, 12.56
99.44, 12.56
99.44, 12.59
99.42, 12.61
99.37, 12.62
99.37, 12.64
99.34, 12.64
99.33, 12.67
99.3, 12.67
99.3, 12.7
99.27, 12.73
99.23, 12.73
99.23, 12.81
99.21, 12.84
99.19, 12.84
99.17, 12.92
99.17, 12.94
99.19, 12.95
99.19, 12.99
99.17, 13
99.17, 13.02
99.13, 13.03
99.1, 13.06
99.14, 13.13
99.12, 13.2
99.17, 13.21
99.18, 13.19
99.21, 13.2
99.2, 13.24
99.21, 13.27
99.19, 13.28
99.19, 13.32
99.21, 13.34
99.2, 13.35
99.21, 13.47
99.19, 13.49
99.19, 13.55
99.16, 13.57
